AssignDate,Client_LastName,Client_City,Client_Country,Supplier_Name,Supplier_City,Supplier_Country,Brand,Category,Quantity,Price
2025-09-05,Іванченко,Львів,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,19,94.62
2025-08-29,Баранець,Одеса,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,20,41.08
2025-06-06,Дубенко,Дніпро,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,5,104.41
2025-07-21,Зайченко,Київ,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,34,55.34
2025-11-05,Лубенець,Одеса,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,1,94.09
2025-06-02,Наливайко,Дніпро,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,1,105.04
2025-07-24,Макаренко,Київ,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,3,46.35
2025-07-04,Щириця,Дніпро,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,47,41.28
2025-09-04,Шаблій,Львів,Україна,EastMarket,Харків,Україна,Nescafe,Кава,3,50.0
2025-06-16,Товстуха,Одеса,Україна,GoodSupply,Львів,Україна,Fanta,Напої,37,87.94
2025-10-09,Романець,Київ,Україна,EastMarket,Харків,Україна,Jacobs,Кава,34,103.26
2025-10-20,Якименко,Львів,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,38,111.02
2025-06-28,Тесля,Львів,Україна,GoodSupply,Львів,Україна,Fanta,Напої,33,84.19
2025-09-14,Охримович,Львів,Україна,EastMarket,Харків,Україна,Mars,Солодощі,46,14.79
2025-09-06,Малик,Одеса,Україна,EastMarket,Харків,Україна,Fanta,Напої,9,31.02
2025-06-23,Швачко,Київ,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,46,85.39
2025-05-29,Деркач,Дніпро,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,21,36.63
2025-09-15,Андрейко,Дніпро,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,1,47.08
2025-10-18,Штокало,Київ,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,4,35.58
2025-06-30,Вдовенко,Київ,Україна,EastMarket,Харків,Україна,Fanta,Напої,50,46.24
2025-08-01,Щириця,Одеса,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,31,97.63
2025-08-21,Павличенко,Київ,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,47,18.71
2025-10-18,Баклан,Одеса,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,31,78.49
2025-06-07,Дахно,Львів,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,25,97.49
2025-05-24,Цимбал,Дніпро,Україна,EastMarket,Харків,Україна,Jacobs,Кава,42,59.87
2025-07-25,Христич,Харків,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,11,115.97
2025-10-09,Вахній,Київ,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,25,39.42
2025-09-23,Примаченко,Львів,Україна,EastMarket,Харків,Україна,Nescafe,Кава,12,115.97
2025-06-23,Устенко,Одеса,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,30,104.2
2025-09-16,Лисенко,Львів,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,12,33.96
2025-10-02,Засядько,Львів,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,21,32.41
2025-06-29,Швайка,Одеса,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,12,107.4
2025-08-23,Жарко,Київ,Україна,GoodSupply,Львів,Україна,Sprite,Напої,31,59.78
2025-08-26,Литвиненко,Київ,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,42,95.9
2025-08-03,Литвин,Київ,Україна,GoodSupply,Львів,Україна,Snickers,Солодощі,13,36.94
2025-09-28,Хмара,Одеса,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,2,99.29
2025-10-26,Козаченко,Київ,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,39,53.71
2025-10-08,Ажажа,Львів,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,17,118.14
2025-05-31,Затула,Львів,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,46,43.88
2025-09-12,Валенко,Одеса,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,26,66.19
2025-06-23,Салій,Дніпро,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,9,28.6
2025-06-05,Каденюк,Львів,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,6,22.22
2025-10-02,Тичина,Львів,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,31,71.9
2025-10-25,Єрмоленко,Дніпро,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,48,17.65
2025-07-19,Гайдабура,Київ,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,11,12.01
2025-06-23,Абрамчук,Львів,Україна,EastMarket,Харків,Україна,Milka,Солодощі,14,78.83
2025-08-06,Філіпенко,Одеса,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,29,60.84
2025-09-13,Ірванець,Одеса,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,20,30.66
2025-09-02,Тесля,Харків,Україна,EastMarket,Харків,Україна,Fanta,Напої,5,55.29
2025-08-29,Зарудний,Львів,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,24,15.95
2025-06-15,Вдовенко,Київ,Україна,GoodSupply,Львів,Україна,Sprite,Напої,14,87.84
2025-10-23,Шевченко,Одеса,Україна,GoodSupply,Львів,Україна,Sprite,Напої,46,63.01
2025-08-11,Дацюк,Дніпро,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,24,33.95
2025-08-15,Їжак,Дніпро,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,15,26.56
2025-07-11,Бандурка,Дніпро,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,7,87.21
2025-09-01,Товстуха,Дніпро,Україна,EastMarket,Харків,Україна,Sprite,Напої,3,48.67
2025-06-22,Забіла,Дніпро,Україна,EastMarket,Харків,Україна,Milka,Солодощі,45,57.32
2025-09-24,Корпанюк,Харків,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,7,34.63
2025-10-22,Заїка,Одеса,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,50,109.24
2025-07-13,Яковенко,Одеса,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,35,58.72
2025-09-29,Матяш,Одеса,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,45,102.52
2025-06-21,Атаманчук,Харків,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,2,92.89
2025-11-09,Шинкаренко,Львів,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,20,64.0
2025-07-11,Бабій,Дніпро,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,32,104.83
2025-08-10,Швачка,Київ,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,27,30.58
2025-06-16,Іваничук,Одеса,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,10,63.3
2025-10-30,Дахно,Київ,Україна,EastMarket,Харків,Україна,Milka,Солодощі,46,63.84
2025-10-23,Сіробаба,Одеса,Україна,GoodSupply,Львів,Україна,Fanta,Напої,1,38.46
2025-08-13,Ящук,Харків,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,28,38.62
2025-10-05,Юрчишин,Харків,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,8,28.66
2025-10-05,Верес,Дніпро,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,4,62.1
2025-08-04,Василечко,Дніпро,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,37,53.63
2025-10-18,Власенко,Київ,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,9,27.98
2025-08-14,Ребрик,Київ,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,31,32.68
2025-06-21,Бабʼюк,Одеса,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,19,100.47
2025-08-22,Василашко,Харків,Україна,GoodSupply,Львів,Україна,Fanta,Напої,20,37.52
2025-11-13,Козак,Львів,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,20,17.32
2025-09-04,Кабаненко,Харків,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,24,115.84
2025-11-15,Андрейко,Дніпро,Україна,GoodSupply,Львів,Україна,Sprite,Напої,11,15.51
2025-06-11,Чорновіл,Львів,Україна,FreshTrade,Київ,Україна,Fanta,Напої,29,14.78
2025-11-10,Валенко,Одеса,Україна,EastMarket,Харків,Україна,Mars,Солодощі,50,106.94
2025-10-11,Абраменко,Дніпро,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,30,28.98
2025-08-03,Василевич,Дніпро,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,34,97.92
2025-10-03,Чуйко,Київ,Україна,EastMarket,Харків,Україна,Milka,Солодощі,32,108.78
2025-07-11,Гречко,Київ,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,46,78.03
2025-10-07,Шеремет,Дніпро,Україна,EastMarket,Харків,Україна,Jacobs,Кава,13,30.89
2025-07-28,Михайлюк,Дніпро,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,44,13.09
2025-08-13,Назаренко,Дніпро,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,9,62.27
2025-08-09,Шутько,Харків,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,17,98.3
2025-07-25,Кириленко,Дніпро,Україна,EastMarket,Харків,Україна,Mars,Солодощі,5,99.31
2025-07-31,Байрак,Львів,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,25,72.68
2025-06-29,Вертипорох,Харків,Україна,EastMarket,Харків,Україна,Mars,Солодощі,17,46.12
2025-08-01,Дараган,Львів,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,29,36.1
2025-09-11,Охріменко,Львів,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,28,103.96
2025-10-07,Ващенко,Київ,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,26,43.24
2025-10-30,Архимович,Київ,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,21,40.38
2025-11-16,Ванченко,Одеса,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,1,49.11
2025-11-11,Ґжицький,Харків,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,50,60.01
2025-08-07,Зубко,Київ,Україна,FreshTrade,Київ,Україна,Sprite,Напої,42,37.03
2025-06-19,Ісаєнко,Харків,Україна,EastMarket,Харків,Україна,Mars,Солодощі,33,69.99
2025-08-23,Бабко,Київ,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,32,45.65
2025-07-27,Микитюк,Дніпро,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,41,39.32
2025-11-06,Швачка,Київ,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,9,49.22
2025-07-24,Шиян,Харків,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,30,11.11
2025-06-26,Оробець,Харків,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,41,34.49
2025-08-29,Гавриш,Київ,Україна,GoodSupply,Львів,Україна,Snickers,Солодощі,21,107.07
2025-07-03,Яременко,Харків,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,17,79.9
2025-08-06,Баранець,Київ,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,15,104.65
2025-06-20,Батіг,Львів,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,14,98.44
2025-06-03,Вакарчук,Львів,Україна,EastMarket,Харків,Україна,Jacobs,Кава,46,70.05
2025-05-26,Охримович,Київ,Україна,FreshTrade,Київ,Україна,Sprite,Напої,41,63.14
2025-10-11,Рубець,Дніпро,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,14,57.05
2025-07-06,Ґерус,Дніпро,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,32,66.39
2025-09-01,Іваничук,Харків,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,25,69.82
2025-06-04,Уманець,Одеса,Україна,EastMarket,Харків,Україна,Fanta,Напої,10,105.95
2025-06-18,Атрощенко,Львів,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,3,38.64
2025-06-07,Дрозд,Одеса,Україна,GoodSupply,Львів,Україна,Sprite,Напої,47,96.35
2025-06-23,Ейбоженко,Київ,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,43,55.36
2025-07-17,Карпа,Одеса,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,36,39.79
2025-06-29,Засуха,Київ,Україна,EastMarket,Харків,Україна,Jacobs,Кава,40,105.96
2025-08-02,Швайка,Дніпро,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,39,57.0
2025-10-06,Юрчук,Харків,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,47,68.77
2025-07-20,Удовиченко,Дніпро,Україна,GoodSupply,Львів,Україна,Snickers,Солодощі,12,117.72
2025-06-06,Ніколюк,Львів,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,45,28.69
2025-06-17,Цюпа,Львів,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,1,62.15
2025-08-19,Жадан,Дніпро,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,29,115.91
2025-11-07,Авраменко,Одеса,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,37,44.04
2025-08-03,Ярош,Київ,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,29,113.5
2025-09-18,Абраменко,Одеса,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,17,70.9
2025-09-29,Копитко,Дніпро,Україна,FreshTrade,Київ,Україна,Fanta,Напої,5,35.52
2025-07-17,Затула,Дніпро,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,20,101.25
2025-09-20,Гоголь-Яновський,Одеса,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,25,74.75
2025-09-28,Затовканюк,Львів,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,2,63.52
2025-09-05,Макаренко,Одеса,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,19,114.27
2025-05-30,Козак,Київ,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,41,22.91
2025-05-31,Ящук,Дніпро,Україна,EastMarket,Харків,Україна,Sprite,Напої,36,34.15
2025-06-18,Єсипенко,Київ,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,3,112.11
2025-09-07,Семенченко,Львів,Україна,FreshTrade,Київ,Україна,Sprite,Напої,30,70.44
2025-09-03,Петрик,Львів,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,45,56.52
2025-09-17,Забара,Львів,Україна,GoodSupply,Львів,Україна,Fanta,Напої,44,110.3
2025-08-26,Романенко,Львів,Україна,EastMarket,Харків,Україна,Jacobs,Кава,21,11.1
2025-10-03,Тарасенко,Одеса,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,43,53.29
2025-09-30,Рева,Харків,Україна,EastMarket,Харків,Україна,Mars,Солодощі,21,36.41
2025-10-28,Забара,Львів,Україна,EastMarket,Харків,Україна,Nescafe,Кава,30,82.49
2025-10-04,Чуприна,Дніпро,Україна,EastMarket,Харків,Україна,Nescafe,Кава,11,36.92
2025-06-08,Устенко,Одеса,Україна,EastMarket,Харків,Україна,Fanta,Напої,34,75.0
2025-06-23,Палій,Одеса,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,18,69.97
2025-07-14,Василенко,Дніпро,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,4,10.72
2025-10-31,Фоменко,Київ,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,43,45.76
2025-07-26,Жученко,Одеса,Україна,EastMarket,Харків,Україна,Milka,Солодощі,38,51.28
2025-06-12,Усик,Харків,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,12,41.12
2025-07-11,Демʼянюк,Київ,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,48,78.07
2025-06-01,Токар,Харків,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,41,39.84
2025-10-11,Сиротенко,Львів,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,20,79.27
2025-08-16,Литвин,Київ,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,38,45.89
2025-11-02,Юрчук,Одеса,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,41,35.3
2025-10-05,Хомик,Дніпро,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,20,87.2
2025-09-12,Юрченко,Одеса,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,45,16.1
2025-10-08,Алексюк,Харків,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,26,42.07
2025-07-20,Гуцуляк,Дніпро,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,42,38.77
2025-06-03,Гречко,Київ,Україна,EastMarket,Харків,Україна,Sprite,Напої,8,32.8
2025-06-05,Гаврилишин,Харків,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,12,67.6
2025-06-15,Удовенко,Одеса,Україна,EastMarket,Харків,Україна,Fanta,Напої,36,25.15
2025-06-09,Гузь,Одеса,Україна,FreshTrade,Київ,Україна,Sprite,Напої,13,64.28
2025-09-23,Іщак,Харків,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,38,28.9
2025-08-27,Ільєнко,Київ,Україна,GoodSupply,Львів,Україна,Sprite,Напої,2,23.49
2025-05-29,Воблий,Львів,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,16,73.91
2025-10-03,Бабій,Дніпро,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,17,30.54
2025-11-12,Ткаченко,Дніпро,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,41,19.78
2025-06-21,Лесик,Львів,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,23,85.44
2025-07-25,Заєць,Дніпро,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,37,33.8
2025-06-18,Єсипенко,Львів,Україна,EastMarket,Харків,Україна,Fanta,Напої,32,115.14
2025-06-26,Базавлученко,Дніпро,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,12,45.52
2025-06-17,Заруба,Дніпро,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,15,108.21
2025-09-08,Шеремет,Харків,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,1,81.95
2025-07-04,Мазур,Львів,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,50,22.88
2025-07-02,Слюсар,Львів,Україна,EastMarket,Харків,Україна,Sprite,Напої,49,112.55
2025-08-25,Дергач,Харків,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,43,51.51
2025-09-18,Сірченко,Одеса,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,5,94.81
2025-08-28,Барабаш,Львів,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,46,53.38
2025-07-19,Баранник,Харків,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,32,47.83
2025-06-30,Гаврилець,Харків,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,13,85.14
2025-09-19,Верес,Харків,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,33,117.14
2025-05-26,Тимченко,Одеса,Україна,FreshTrade,Київ,Україна,Fanta,Напої,16,107.19
2025-06-29,Рубан,Київ,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,22,93.37
2025-07-07,Стус,Одеса,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,3,48.71
2025-09-15,Скоробогатько,Харків,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,49,74.04
2025-05-25,Левченко,Дніпро,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,48,33.38
2025-07-05,Твердохліб,Одеса,Україна,GoodSupply,Львів,Україна,Fanta,Напої,33,117.4
2025-11-13,Іваничук,Київ,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,39,107.35
2025-09-06,Бабʼюк,Одеса,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,21,119.43
2025-09-04,Проценко,Харків,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,6,55.71
2025-09-21,Ґереґа,Одеса,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,13,88.77
2025-09-17,Дубас,Львів,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,50,36.46
2025-11-09,Шаповал,Одеса,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,11,83.5
2025-08-28,Баклан,Харків,Україна,EastMarket,Харків,Україна,Milka,Солодощі,29,74.49
2025-09-03,Ґжицький,Одеса,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,2,68.15
2025-06-27,Ляшко,Київ,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,24,33.61
2025-08-14,Бабариченко,Харків,Україна,GoodSupply,Львів,Україна,Fanta,Напої,19,76.2
2025-07-15,Симоненко,Одеса,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,42,77.03
2025-09-16,Романець,Харків,Україна,FreshTrade,Київ,Україна,Fanta,Напої,14,46.19
2025-10-10,Тесля,Харків,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,1,72.15
2025-09-07,Александренко,Дніпро,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,21,117.68
2025-07-08,Власюк,Дніпро,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,40,75.41
2025-11-15,Бездітко,Одеса,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,30,28.06
2025-08-23,Даценко,Львів,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,32,80.29
2025-10-16,Чміль,Київ,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,49,47.85
2025-06-11,Піддубний,Львів,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,33,116.19
2025-07-04,Дейнеко,Дніпро,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,20,63.74
2025-11-02,Власенко,Київ,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,1,31.35
2025-11-06,Забара,Харків,Україна,EastMarket,Харків,Україна,Milka,Солодощі,2,41.9
2025-08-16,Юрченко,Львів,Україна,EastMarket,Харків,Україна,Jacobs,Кава,20,58.17
2025-09-11,Салій,Львів,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,9,14.5
2025-11-08,Базилевич,Київ,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,48,66.85
2025-08-25,Гоголь,Львів,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,23,45.24
2025-10-10,Пелех,Дніпро,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,4,96.72
2025-10-19,Талан,Дніпро,Україна,GoodSupply,Львів,Україна,Sprite,Напої,10,103.17
2025-06-27,Акуленко,Харків,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,19,97.28
2025-10-07,Павличенко,Львів,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,36,73.98
2025-07-16,Шевченко,Київ,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,36,82.64
2025-10-10,Чуприна,Дніпро,Україна,EastMarket,Харків,Україна,Nescafe,Кава,9,56.27
2025-08-03,Гунько,Київ,Україна,EastMarket,Харків,Україна,Fanta,Напої,29,44.2
2025-10-19,Байрак,Київ,Україна,FreshTrade,Київ,Україна,Fanta,Напої,9,22.28
2025-09-22,Деревʼянко,Харків,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,3,17.3
2025-10-05,Бебешко,Львів,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,3,91.06
2025-08-19,Щириця,Львів,Україна,EastMarket,Харків,Україна,Fanta,Напої,13,87.07
2025-06-20,Бабенко,Київ,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,5,94.67
2025-08-21,Юрчишин,Дніпро,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,15,53.37
2025-08-06,Тимчук,Харків,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,48,31.64
2025-11-09,Адаменко,Дніпро,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,23,68.49
2025-09-05,Вітер,Дніпро,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,43,79.43
2025-10-02,Бабʼяк,Харків,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,36,90.21
2025-06-27,Кальченко,Дніпро,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,2,72.64
2025-05-27,Абрамчук,Дніпро,Україна,EastMarket,Харків,Україна,Mars,Солодощі,49,119.43
2025-07-25,Щорс,Львів,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,31,89.15
2025-09-08,Шелест,Львів,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,19,59.54
2025-11-14,Шведченко,Дніпро,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,12,60.12
2025-08-30,Остапчук,Харків,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,34,105.49
2025-10-21,Яременко,Львів,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,23,60.66
2025-09-10,Яремків,Одеса,Україна,FreshTrade,Київ,Україна,Sprite,Напої,17,91.75
2025-09-16,Оберемко,Одеса,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,50,75.85
2025-09-17,Іваничук,Одеса,Україна,FreshTrade,Київ,Україна,Sprite,Напої,15,91.69
2025-08-02,Петлюра,Дніпро,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,27,35.79
2025-09-14,Фоменко,Одеса,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,19,75.78
2025-06-24,Юхименко,Дніпро,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,46,76.45
2025-07-27,Ващенко-Захарченко,Одеса,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,43,87.96
2025-07-09,Гречаник,Одеса,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,28,79.4
2025-09-25,Дутка,Львів,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,26,78.8
2025-08-16,Колодуб,Львів,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,20,16.48
2025-11-12,Опанасенко,Дніпро,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,2,25.02
2025-10-24,Дейнеко,Одеса,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,25,80.25
2025-06-25,Скоробогатько,Харків,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,39,30.35
2025-10-08,Данильчук,Харків,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,12,93.19
2025-09-12,Жарко,Дніпро,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,43,110.24
2025-05-28,Запорожець,Дніпро,Україна,GoodSupply,Львів,Україна,Fanta,Напої,6,45.03
2025-08-16,Бандурка,Харків,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,29,14.83
2025-09-20,Оберемко,Київ,Україна,GoodSupply,Львів,Україна,Fanta,Напої,26,42.35
2025-09-13,Андрієвич,Київ,Україна,FreshTrade,Київ,Україна,Sprite,Напої,36,34.96
2025-06-27,Онуфрієнко,Харків,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,13,109.34
2025-07-03,Єрченко,Дніпро,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,16,56.6
2025-06-11,Ребрик,Дніпро,Україна,GoodSupply,Львів,Україна,Fanta,Напої,39,24.61
2025-08-13,Валенко,Харків,Україна,EastMarket,Харків,Україна,Nescafe,Кава,42,105.26
2025-11-12,Вернигора,Дніпро,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,19,22.98
